GeneID	GeneName	GeneDescription	Transcript#	Strand	Chromosome	Start	End	ExonLength	Source	IsConfounded
COMTD1_10_-_1	COMTD1	catechol-O-methyltransferase domain containing 1	1	-	10	75233971	75236012	975	hg38_refGene	False
ZNF503_10_-_1	ZNF503	zinc finger protein 503	2	-	10	75279726	75401894	3695	hg38_refGene	True
ZNF503-AS1_10_+_1	ZNF503-AS1	ZNF503 antisense RNA 1	4	+	10	75296383	75361678	1990	hg38_refGene	True
ZNF503-AS2_10_+_1	ZNF503-AS2	ZNF503 antisense RNA 2	6	+	10	75401528	75408982	3339	hg38_refGene	True
LOC101929234_10_+_1	LOC101929234		1	+	10	75409157	75411324	1372	hg38_refGene	False
C10orf11_10_+_1	C10orf11	chromosome 10 open reading frame 11	3	+	10	75431646	76557376	1595	hg38_refGene	True
MIR606_10_+_1	MIR606	microRNA 606	1	+	10	75552458	75552553	96	hg38_refGene	True
KCNMA1_10_-_1	KCNMA1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	9	-	10	76869601	77637819	15601	hg38_refGene	True
KCNMA1-AS1_10_+_1	KCNMA1-AS1		1	+	10	76888044	76978593	804	hg38_refGene	True
KCNMA1-AS2_10_+_1	KCNMA1-AS2		1	+	10	77140831	77150100	445	hg38_refGene	True
KCNMA1-AS3_10_+_1	KCNMA1-AS3		1	+	10	77350872	77376613	1234	hg38_refGene	True
DLG5_10_-_1	DLG5	discs, large homolog 5 (Drosophila)	1	-	10	77790791	77926590	7479	hg38_refGene	False
DLG5-AS1_10_+_1	DLG5-AS1	DLG5 antisense RNA 1	1	+	10	77926812	77929825	3014	hg38_refGene	False
POLR3A_10_-_1	POLR3A	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa	1	-	10	77975149	78029540	6635	hg38_refGene	False
RPS24_10_+_1	RPS24	ribosomal protein S24	6	+	10	78033760	78056813	2962	hg38_refGene	False
LINC00856_10_+_1	LINC00856	long intergenic non-protein coding RNA 856	1	+	10	78248625	78252645	2815	hg38_refGene	False
LINC00595_10_+_1	LINC00595	long intergenic non-protein coding RNA 595	1	+	10	78267328	78280213	874	hg38_refGene	False
ZMIZ1-AS1_10_-_1	ZMIZ1-AS1	ZMIZ1 antisense RNA 1	3	-	10	78943326	79067448	2433	hg38_refGene	False
ZMIZ1_10_+_1	ZMIZ1	zinc finger, MIZ-type containing 1	1	+	10	79069035	79316528	7555	hg38_refGene	False
PPIF_10_+_1	PPIF	peptidylprolyl isomerase F	1	+	10	79347464	79355333	2200	hg38_refGene	False
ZCCHC24_10_-_1	ZCCHC24	zinc finger, CCHC domain containing 24	1	-	10	79382327	79445627	4931	hg38_refGene	False
EIF5AL1_10_+_1	EIF5AL1	eukaryotic translation initiation factor 5A-like 1	1	+	10	79512601	79516436	3836	hg38_refGene	False
SFTPA2_10_-_1	SFTPA2	surfactant protein A2	1	-	10	79555852	79560407	2201	hg38_refGene	False
SFTPA1_10_+_1	SFTPA1	surfactant protein A1	6	+	10	79610939	79615443	2278	hg38_refGene	False
BEND3P3_10_+_1	BEND3P3	BEN domain containing 3 pseudogene 3	1	+	10	79682975	79688894	5920	hg38_refGene	False
NUTM2B-AS1_10_-_1	NUTM2B-AS1		3	-	10	79691500	79826594	5206	hg38_refGene	True
NUTM2B_10_+_1	NUTM2B	NUT family member 2B	1	+	10	79703227	79712757	3292	hg38_refGene	True
LOC642361_10_+_1	LOC642361		1	+	10	79825902	79827602	1701	hg38_refGene	True
BMS1P21_10_+_1	BMS1P21		1	+	10	79904898	79931801	818	hg38_refGene	True
MBL1P_10_+_1	MBL1P	mannose-binding lectin (protein A) 1, pseudogene	1	+	10	79920178	79923119	1424	hg38_refGene	True
SFTPD_10_-_1	SFTPD	surfactant protein D	1	-	10	79937740	79949105	1283	hg38_refGene	False
TMEM254-AS1_10_-_1	TMEM254-AS1	TMEM254 antisense RNA 1	5	-	10	80046233	80079193	4046	hg38_refGene	True
TMEM254_10_+_1	TMEM254	transmembrane protein 254	13	+	10	80078646	80092551	2865	hg38_refGene	True
PLAC9_10_+_1	PLAC9	placenta-specific 9	1	+	10	80132502	80145028	673	hg38_refGene	False
ANXA11_10_-_1	ANXA11	annexin A11	6	-	10	80155124	80205677	3629	hg38_refGene	False
LINC00857_10_+_1	LINC00857	long intergenic non-protein coding RNA 857	1	+	10	80207710	80219657	2161	hg38_refGene	False
MAT1A_10_-_1	MAT1A	methionine adenosyltransferase I, alpha	1	-	10	80271820	80289678	3404	hg38_refGene	False
DYDC1_10_-_1	DYDC1	DPY30 domain containing 1	2	-	10	80336106	80356758	763	hg38_refGene	True
DYDC2_10_+_1	DYDC2	DPY30 domain containing 2	5	+	10	80344745	80368073	2465	hg38_refGene	True
FAM213A_10_+_1	FAM213A	family with sequence similarity 213, member A	6	+	10	80407829	80432997	2400	hg38_refGene	False
TSPAN14_10_+_1	TSPAN14	tetraspanin 14	2	+	10	80454282	80522635	5579	hg38_refGene	False
LOC101929574_10_-_1	LOC101929574		1	-	10	80529597	80535942	598	hg38_refGene	True
LOC102723703_10_+_1	LOC102723703		1	+	10	80531250	80533123	921	hg38_refGene	True
SH2D4B_10_+_1	SH2D4B	SH2 domain containing 4B	2	+	10	80537902	80646560	4101	hg38_refGene	False
NRG3_10_+_1	NRG3	neuregulin 3	3	+	10	81875314	82987179	4198	hg38_refGene	True
NRG3-AS1_10_-_1	NRG3-AS1	NRG3 antisense RNA 1	1	-	10	82229014	82232920	490	hg38_refGene	True
GHITM_10_+_1	GHITM	growth hormone inducible transmembrane protein	1	+	10	84139429	84153555	2449	hg38_refGene	False
C10orf99_10_+_1	C10orf99	chromosome 10 open reading frame 99	1	+	10	84173798	84185294	828	hg38_refGene	False
CDHR1_10_+_1	CDHR1	cadherin-related family member 1	2	+	10	84194635	84219620	7323	hg38_refGene	False
LRIT2_10_-_1	LRIT2	leucine-rich repeat, immunoglobulin-like and transmembrane domains 2	2	-	10	84220491	84225589	3181	hg38_refGene	False
LRIT1_10_-_1	LRIT1	leucine-rich repeat, immunoglobulin-like and transmembrane domains 1	1	-	10	84231520	84241461	2301	hg38_refGene	False
RGR_10_+_1	RGR	retinal G protein coupled receptor	3	+	10	84245053	84259188	1475	hg38_refGene	False
LINC00858_10_+_1	LINC00858	long intergenic non-protein coding RNA 858	1	+	10	84279980	84294659	2685	hg38_refGene	False
CCSER2_10_+_1	CCSER2	coiled-coil serine-rich protein 2	5	+	10	84328589	84518521	8100	hg38_refGene	False
LINC01519_10_-_1	LINC01519		2	-	10	85193421	85198938	2244	hg38_refGene	False
LOC101929646_10_-_1	LOC101929646		1	-	10	85431943	85432772	660	hg38_refGene	False
LOC101929662_10_+_1	LOC101929662		1	+	10	85432863	85448956	2667	hg38_refGene	False
LINC01520_10_+_1	LINC01520		1	+	10	85449592	85492001	1492	hg38_refGene	False
GRID1-AS1_10_+_1	GRID1-AS1	GRID1 antisense RNA 1	1	+	10	85577731	85607215	2102	hg38_refGene	True
GRID1_10_-_1	GRID1	glutamate receptor, ionotropic, delta 1	1	-	10	85599555	86366493	5849	hg38_refGene	True
MIR346_10_-_1	MIR346	microRNA 346	1	-	10	86264694	86264788	95	hg38_refGene	True
WAPAL_10_-_1	WAPAL	wings apart-like homolog (Drosophila)	1	-	10	86435256	86521784	6302	hg38_refGene	False
OPN4_10_+_1	OPN4	opsin 4	2	+	10	86654557	86666459	2405	hg38_refGene	False
LDB3_10_+_1	LDB3	LIM domain binding 3	6	+	10	86668449	86736067	6521	hg38_refGene	False
BMPR1A_10_+_1	BMPR1A	bone morphogenetic protein receptor, type IA	1	+	10	86756639	86925188	3616	hg38_refGene	False
MMRN2_10_-_1	MMRN2	multimerin 2	1	-	10	86935541	86957668	4179	hg38_refGene	False
SNCG_10_+_1	SNCG	synuclein, gamma (breast cancer-specific protein 1)	1	+	10	86958531	86963260	826	hg38_refGene	False
ADIRF_10_+_1	ADIRF	adipogenesis regulatory factor	1	+	10	86968431	86970909	672	hg38_refGene	True
AGAP11_10_+_1	AGAP11	ankyrin repeat and GTPase domain Arf GTPase activating protein 11	1	+	10	86970741	87010203	3155	hg38_refGene	True
FAM25A_10_+_1	FAM25A	family with sequence similarity 25, member A	1	+	10	87020289	87024730	362	hg38_refGene	False
GLUD1_10_-_1	GLUD1	glutamate dehydrogenase 1	1	-	10	87050202	87095019	3476	hg38_refGene	False
FAM35A_10_+_1	FAM35A	family with sequence similarity 35, member A	1	+	10	87095196	87191465	3404	hg38_refGene	False
NUTM2A_10_+_1	NUTM2A	NUT family member 2A	1	+	10	87225448	87234976	3288	hg38_refGene	False
NUTM2A-AS1_10_-_1	NUTM2A-AS1	NUTM2A antisense RNA 1	1	-	10	87238667	87342558	822	hg38_refGene	True
LOC439994_10_+_1	LOC439994		1	+	10	87342411	87343574	1164	hg38_refGene	True
NUTM2D_10_+_1	NUTM2D	NUT family member 2D	1	+	10	87357720	87370695	5543	hg38_refGene	False
LINC00864_10_-_1	LINC00864	long intergenic non-protein coding RNA 864	1	-	10	87396574	87407700	1195	hg38_refGene	False
MIR4678_10_+_1	MIR4678	microRNA 4678	1	+	10	87503881	87503954	74	hg38_refGene	False
MINPP1_10_+_1	MINPP1	multiple inositol-polyphosphate phosphatase 1	3	+	10	87504466	87553461	3303	hg38_refGene	False
PAPSS2_10_+_1	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	2	+	10	87659719	87747705	3858	hg38_refGene	False
ATAD1_10_-_1	ATAD1	ATPase family, AAA domain containing 1	1	-	10	87753118	87818160	3034	hg38_refGene	False
CFL1P1_10_+_1	CFL1P1	cofilin 1 (non-muscle) pseudogene 1	1	+	10	87818313	87845612	2120	hg38_refGene	False
KLLN_10_-_1	KLLN	killin, p53-regulated DNA replication inhibitor	1	-	10	87859161	87863437	4277	hg38_refGene	False
PTEN_10_+_1	PTEN	phosphatase and tensin homolog	3	+	10	87863438	87971930	8861	hg38_refGene	False
RNLS_10_-_1	RNLS	renalase, FAD-dependent amine oxidase	2	-	10	88273864	88583325	3585	hg38_refGene	False
LIPJ_10_+_1	LIPJ	lipase, family member J	1	+	10	88586762	88606976	1484	hg38_refGene	False
LIPF_10_+_1	LIPF	lipase, gastric	4	+	10	88664389	88678815	1526	hg38_refGene	False
LIPK_10_+_1	LIPK	lipase, family member K	1	+	10	88724544	88752756	1200	hg38_refGene	False
LIPN_10_+_1	LIPN	lipase, family member N	1	+	10	88761406	88778242	1197	hg38_refGene	False
LIPM_10_+_1	LIPM	lipase, family member M	1	+	10	88802730	88820546	1484	hg38_refGene	True
ANKRD22_10_-_1	ANKRD22	ankyrin repeat domain 22	1	-	10	88819902	88851975	3983	hg38_refGene	True
STAMBPL1_10_+_1	STAMBPL1	STAM binding protein-like 1	1	+	10	88880187	88923502	2094	hg38_refGene	False
ACTA2-AS1_10_+_1	ACTA2-AS1	ACTA2 antisense RNA 1	1	+	10	88932684	88939974	2043	hg38_refGene	True
ACTA2_10_-_1	ACTA2	actin, alpha 2, smooth muscle, aorta	2	-	10	88935074	88991390	1851	hg38_refGene	True
FAS_10_+_1	FAS	Fas cell surface death receptor	7	+	10	88990531	89015785	2689	hg38_refGene	True
FAS-AS1_10_-_1	FAS-AS1	FAS antisense RNA 1	1	-	10	88991424	88992975	1552	hg38_refGene	True
MIR4679-2_10_-_1	MIR4679-2	microRNA 4679-2	1	-	10	89063335	89063411	77	hg38_refGene	True
MIR4679-1_10_+_1	MIR4679-1	microRNA 4679-1	1	+	10	89063336	89063410	75	hg38_refGene	True
CH25H_10_-_1	CH25H	cholesterol 25-hydroxylase	1	-	10	89205937	89207314	1378	hg38_refGene	False
LIPA_10_-_1	LIPA	lipase A, lysosomal acid, cholesterol esterase	3	-	10	89213569	89252039	2793	hg38_refGene	False
IFIT2_10_+_1	IFIT2	interferon-induced protein with tetratricopeptide repeats 2	1	+	10	89301949	89309276	3495	hg38_refGene	False
IFIT3_10_+_1	IFIT3	interferon-induced protein with tetratricopeptide repeats 3	4	+	10	89327819	89340968	2839	hg38_refGene	False
IFIT1B_10_+_1	IFIT1B	interferon-induced protein with tetratricopeptide repeats 1B	1	+	10	89378056	89385205	1972	hg38_refGene	False
IFIT1_10_+_1	IFIT1	interferon-induced protein with tetratricopeptide repeats 1	5	+	10	89392546	89406487	4728	hg38_refGene	False
IFIT5_10_+_1	IFIT5	interferon-induced protein with tetratricopeptide repeats 5	1	+	10	89414568	89421002	4034	hg38_refGene	False
SLC16A12_10_-_1	SLC16A12	solute carrier family 16, member 12	1	-	10	89430294	89535556	4622	hg38_refGene	True
SLC16A12-AS1_10_+_1	SLC16A12-AS1		1	+	10	89455991	89468151	562	hg38_refGene	True
PANK1_10_-_1	PANK1	pantothenate kinase 1	3	-	10	89579497	89645572	7171	hg38_refGene	True
MIR107_10_-_1	MIR107	microRNA 107	1	-	10	89592747	89592827	81	hg38_refGene	True
FLJ37201_10_-_1	FLJ37201	tigger transposable element derived 2 pseudogene	1	-	10	89691300	89697928	3662	hg38_refGene	False
KIF20B_10_+_1	KIF20B	kinesin family member 20B	2	+	10	89701590	89774943	6450	hg38_refGene	False
LINC00865_10_+_1	LINC00865	long intergenic non-protein coding RNA 865	1	+	10	89829493	89840861	4289	hg38_refGene	False
LINC01375_10_-_1	LINC01375		1	-	10	89915489	89957373	1860	hg38_refGene	False
LOC101926942_10_-_1	LOC101926942		1	-	10	90402521	90540805	981	hg38_refGene	False
HTR7_10_-_1	HTR7	5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	3	-	10	90740819	90857914	3351	hg38_refGene	False
RPP30_10_+_1	RPP30	ribonuclease P/MRP 30kDa subunit	2	+	10	90871952	90908555	5794	hg38_refGene	False
ANKRD1_10_-_1	ANKRD1	ankyrin repeat domain 1 (cardiac muscle)	1	-	10	90912100	90921275	1974	hg38_refGene	False
XLOC_008559_10_+_1	XLOC_008559		1	+	10	90947300	90992132	504	hg38_refGene	False
LINC00502_10_+_1	LINC00502	long intergenic non-protein coding RNA 502	1	+	10	91045808	91062159	540	hg38_refGene	False
NUDT9P1_10_-_1	NUDT9P1	nudix (nucleoside diphosphate linked moiety X)-type motif 9 pseudogene 1	1	-	10	91152006	91153080	1075	hg38_refGene	False
PCGF5_10_+_1	PCGF5	polycomb group ring finger 5	5	+	10	91163012	91284331	8075	hg38_refGene	False
HECTD2-AS1_10_-_1	HECTD2-AS1		1	-	10	91306962	91611460	1023	hg38_refGene	True
HECTD2_10_+_1	HECTD2	HECT domain containing E3 ubiquitin protein ligase 2	4	+	10	91410285	91514828	6430	hg38_refGene	True
PPP1R3C_10_-_1	PPP1R3C	protein phosphatase 1, regulatory subunit 3C	1	-	10	91628440	91633101	2573	hg38_refGene	False
TNKS2-AS1_10_-_1	TNKS2-AS1	TNKS2 antisense RNA 1 (head to head)	2	-	10	91782839	91798291	761	hg38_refGene	False
TNKS2_10_+_1	TNKS2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	1	+	10	91798394	91865475	6274	hg38_refGene	False
FGFBP3_10_-_1	FGFBP3	fibroblast growth factor binding protein 3	1	-	10	91906588	91909501	2564	hg38_refGene	False
BTAF1_10_+_1	BTAF1	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa	1	+	10	91923979	92030323	7038	hg38_refGene	False
CPEB3_10_-_1	CPEB3	cytoplasmic polyadenylation element binding protein 3	2	-	10	92048640	92291118	6011	hg38_refGene	False
MARCH5_10_+_1	MARCH5	membrane-associated ring finger (C3HC4) 5	1	+	10	92291163	92353964	3926	hg38_refGene	False
MARK2P9_10_+_1	MARK2P9	MAP/microtubule affinity-regulating kinase 2 pseudogene 9	1	+	10	92418661	92419606	946	hg38_refGene	False
IDE_10_-_1	IDE	insulin-degrading enzyme	2	-	10	92451684	92574095	5986	hg38_refGene	False
KIF11_10_+_1	KIF11	kinesin family member 11	1	+	10	92593068	92655395	5078	hg38_refGene	False
HHEX_10_+_1	HHEX	hematopoietically expressed homeobox	1	+	10	92689924	92695651	1759	hg38_refGene	False
EXOC6_10_+_1	EXOC6	exocyst complex component 6	2	+	10	92834713	93059494	3732	hg38_refGene	False
CYP26C1_10_+_1	CYP26C1	cytochrome P450, family 26, subfamily C, polypeptide 1	1	+	10	93061264	93068697	1569	hg38_refGene	False
CYP26A1_10_+_1	CYP26A1	cytochrome P450, family 26, subfamily A, polypeptide 1	2	+	10	93073475	93077884	2479	hg38_refGene	False
MYOF_10_-_1	MYOF	myoferlin	2	-	10	93306429	93482317	6843	hg38_refGene	False
CEP55_10_+_1	CEP55	centrosomal protein 55kDa	2	+	10	93496612	93529092	2658	hg38_refGene	False
FFAR4_10_+_1	FFAR4	free fatty acid receptor 4	2	+	10	93566665	93590072	3653	hg38_refGene	False
RBP4_10_-_1	RBP4	retinol binding protein 4, plasma	1	-	10	93591836	93601236	929	hg38_refGene	False
PDE6C_10_+_1	PDE6C	phosphodiesterase 6C, cGMP-specific, cone, alpha prime	1	+	10	93612588	93665672	2969	hg38_refGene	False
FRA10AC1_10_-_1	FRA10AC1	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1	1	-	10	93667883	93702572	3089	hg38_refGene	False
LGI1_10_+_1	LGI1	leucine-rich, glioma inactivated 1	4	+	10	93757809	93798174	2453	hg38_refGene	False
SLC35G1_10_+_1	SLC35G1	solute carrier family 35, member G1	2	+	10	93893973	93902734	2403	hg38_refGene	False
PIPSL_10_-_1	PIPSL	PIP5K1A and PSMD4-like, pseudogene	1	-	10	93958140	93961915	3776	hg38_refGene	False
PLCE1_10_+_1	PLCE1	phospholipase C, epsilon 1	3	+	10	93993989	94328391	8342	hg38_refGene	True
PLCE1-AS2_10_-_1	PLCE1-AS2		2	-	10	94081950	94108794	2382	hg38_refGene	True
PLCE1-AS1_10_-_1	PLCE1-AS1	PLCE1 antisense RNA 1	1	-	10	94279290	94287070	1408	hg38_refGene	True
NOC3L_10_-_1	NOC3L	nucleolar complex associated 3 homolog (S. cerevisiae)	1	-	10	94333226	94362976	3492	hg38_refGene	False
TBC1D12_10_+_1	TBC1D12	TBC1 domain family, member 12	1	+	10	94402429	94536332	5749	hg38_refGene	False
HELLS_10_+_1	HELLS	helicase, lymphoid-specific	10	+	10	94545767	94602099	3346	hg38_refGene	False
CYP2C18_10_+_1	CYP2C18	cytochrome P450, family 2, subfamily C, polypeptide 18	2	+	10	94683494	94736191	2546	hg38_refGene	False
CYP2C19_10_+_1	CYP2C19	cytochrome P450, family 2, subfamily C, polypeptide 19	1	+	10	94762681	94853206	1790	hg38_refGene	False
CYP2C9_10_+_1	CYP2C9	cytochrome P450, family 2, subfamily C, polypeptide 9	1	+	10	94938658	94989391	1861	hg38_refGene	False
CYP2C8_10_-_1	CYP2C8	cytochrome P450, family 2, subfamily C, polypeptide 8	4	-	10	95036772	95069497	2024	hg38_refGene	False
ACSM6_10_+_1	ACSM6	chromosome 10 open reading frame 129	1	+	10	95194200	95228929	1713	hg38_refGene	False
PDLIM1_10_-_1	PDLIM1	PDZ and LIM domain 1	1	-	10	95237568	95291148	1580	hg38_refGene	False
SORBS1_10_-_1	SORBS1	sorbin and SH3 domain containing 1	12	-	10	95311773	95561420	7586	hg38_refGene	False
ALDH18A1_10_-_1	ALDH18A1	aldehyde dehydrogenase 18 family, member A1	2	-	10	95605929	95656810	3463	hg38_refGene	False
TCTN3_10_-_1	TCTN3	tectonic family member 3	2	-	10	95663396	95694143	2739	hg38_refGene	False
ENTPD1_10_+_1	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	7	+	10	95711779	95877266	13070	hg38_refGene	True
ENTPD1-AS1_10_-_1	ENTPD1-AS1	ENTPD1 antisense RNA 1	1	-	10	95753206	96090235	4262	hg38_refGene	True
C10orf131_10_+_1	C10orf131	chromosome 10 open reading frame 131	1	+	10	95907965	95938658	1176	hg38_refGene	True
CC2D2B_10_+_1	CC2D2B	coiled-coil and C2 domain containing 2B	2	+	10	96000091	96032684	2114	hg38_refGene	True
CCNJ_10_+_1	CCNJ	cyclin J	3	+	10	96043402	96060868	4138	hg38_refGene	True
MIR3157_10_-_1	MIR3157	microRNA 3157	1	-	10	96064315	96064399	85	hg38_refGene	True
ZNF518A_10_+_1	ZNF518A	zinc finger protein 518A	4	+	10	96129715	96163761	8432	hg38_refGene	False
BLNK_10_-_1	BLNK	B-cell linker	9	-	10	96191699	96271576	1828	hg38_refGene	False
DNTT_10_+_1	DNTT	DNA nucleotidylexotransferase	2	+	10	96304328	96338564	2040	hg38_refGene	False
OPALIN_10_-_1	OPALIN	oligodendrocytic myelin paranodal and inner loop protein	12	-	10	96343216	96359365	4011	hg38_refGene	False
TLL2_10_-_1	TLL2	tolloid-like 2	1	-	10	96364606	96513926	6771	hg38_refGene	False
TM9SF3_10_-_1	TM9SF3	transmembrane 9 superfamily member 3	1	-	10	96518110	96587052	6140	hg38_refGene	False
PIK3AP1_10_-_1	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	1	-	10	96593312	96720522	4811	hg38_refGene	False
RPL13AP5_10_+_1	RPL13AP5	ribosomal protein L13a pseudogene 5	1	+	10	96750266	96750923	658	hg38_refGene	False
MIR607_10_-_1	MIR607	microRNA 607	1	-	10	96828669	96828764	96	hg38_refGene	False
LCOR_10_+_1	LCOR	ligand dependent nuclear receptor corepressor	3	+	10	96832260	96964441	10524	hg38_refGene	False
C10orf12_10_+_1	C10orf12	chromosome 10 open reading frame 12	1	+	10	96981284	96985828	4545	hg38_refGene	False
SLIT1_10_-_1	SLIT1	slit homolog 1 (Drosophila)	1	-	10	96998038	97185926	7931	hg38_refGene	True
SLIT1-AS1_10_+_1	SLIT1-AS1		1	+	10	97102756	97103747	689	hg38_refGene	True
ARHGAP19-SLIT1_10_-_1	ARHGAP19-SLIT1	ARHGAP19-SLIT1 readthrough (NMD candidate)	1	-	10	97153042	97292673	1916	hg38_refGene	True
ARHGAP19_10_-_1	ARHGAP19	Rho GTPase activating protein 19	3	-	10	97222173	97292673	5565	hg38_refGene	True
FRAT1_10_+_1	FRAT1	frequently rearranged in advanced T-cell lymphomas	1	+	10	97319265	97321915	2651	hg38_refGene	False
FRAT2_10_-_1	FRAT2	frequently rearranged in advanced T-cell lymphomas 2	1	-	10	97332497	97334701	2205	hg38_refGene	False
RRP12_10_-_1	RRP12	ribosomal RNA processing 12 homolog (S. cerevisiae)	3	-	10	97356701	97401370	4426	hg38_refGene	False
PGAM1_10_+_1	PGAM1	phosphoglycerate mutase 1 (brain)	1	+	10	97426270	97433441	1720	hg38_refGene	False
EXOSC1_10_-_1	EXOSC1	exosome component 1	1	-	10	97435909	97446011	1150	hg38_refGene	False
ZDHHC16_10_+_1	ZDHHC16	zinc finger, DHHC-type containing 16	8	+	10	97446131	97457370	2079	hg38_refGene	False
MMS19_10_-_1	MMS19	MMS19 nucleotide excision repair homolog (S. cerevisiae)	4	-	10	97458324	97498794	3785	hg38_refGene	False
UBTD1_10_+_1	UBTD1	ubiquitin domain containing 1	1	+	10	97498882	97571210	1693	hg38_refGene	False
ANKRD2_10_+_1	ANKRD2	ankyrin repeat domain 2 (stretch responsive muscle)	4	+	10	97572441	97583886	1511	hg38_refGene	False
HOGA1_10_+_1	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	2	+	10	97584345	97612798	2482	hg38_refGene	True
C10orf62_10_+_1	C10orf62	chromosome 10 open reading frame 62	1	+	10	97589693	97590934	1242	hg38_refGene	True
MORN4_10_-_1	MORN4	MORN repeat containing 4	2	-	10	97614553	97634156	2574	hg38_refGene	False
PI4K2A_10_+_1	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	1	+	10	97640686	97676432	4187	hg38_refGene	False
AVPI1_10_-_1	AVPI1	arginine vasopressin-induced 1	1	-	10	97677424	97687258	1392	hg38_refGene	False
MARVELD1_10_+_1	MARVELD1	MARVEL domain containing 1	1	+	10	97713708	97718152	3237	hg38_refGene	False
ZFYVE27_10_+_1	ZFYVE27	zinc finger, FYVE domain containing 27	7	+	10	97737121	97760907	3064	hg38_refGene	False
SFRP5_10_-_1	SFRP5	secreted frizzled-related protein 5	1	-	10	97766751	97771999	1883	hg38_refGene	False
LINC00866_10_-_1	LINC00866	long intergenic non-protein coding RNA 866	1	-	10	97828478	97849798	418	hg38_refGene	False
GOLGA7B_10_+_1	GOLGA7B	golgin A7 family, member B	1	+	10	97850238	97871578	6448	hg38_refGene	True
CRTAC1_10_-_1	CRTAC1	cartilage acidic protein 1	2	-	10	97865000	98030828	3066	hg38_refGene	True
R3HCC1L_10_+_1	R3HCC1L	R3H domain and coiled-coil containing 1-like	5	+	10	98134624	98244897	3565	hg38_refGene	False
LOXL4_10_-_1	LOXL4	lysyl oxidase-like 4	1	-	10	98247686	98268250	3657	hg38_refGene	False
PYROXD2_10_-_1	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2	1	-	10	98383565	98415221	2065	hg38_refGene	True
MIR1287_10_-_1	MIR1287	microRNA 1287	1	-	10	98395218	98395307	90	hg38_refGene	True
HPS1_10_-_1	HPS1	Hermansky-Pudlak syndrome 1	2	-	10	98416198	98446947	4151	hg38_refGene	True
MIR4685_10_-_1	MIR4685	microRNA 4685	1	-	10	98431292	98431360	69	hg38_refGene	True
HPSE2_10_-_1	HPSE2	heparanase 2	4	-	10	98457077	99235875	4419	hg38_refGene	True
MIR6507_10_-_1	MIR6507	microRNA mir-6507	1	-	10	98924499	98924568	70	hg38_refGene	True
CNNM1_10_+_1	CNNM1	cyclin M1	1	+	10	99329099	99394331	5960	hg38_refGene	False
GOT1_10_-_1	GOT1	glutamic-oxaloacetic transaminase 1, soluble	1	-	10	99396870	99430773	2127	hg38_refGene	False
LINC01475_10_-_1	LINC01475		1	-	10	99526350	99531177	766	hg38_refGene	False
NKX2-3_10_+_1	NKX2-3	NK2 homeobox 3	1	+	10	99532933	99536523	2096	hg38_refGene	False
SLC25A28_10_-_1	SLC25A28	solute carrier family 25 (mitochondrial iron transporter), member 28	1	-	10	99610518	99620464	1555	hg38_refGene	False
ENTPD7_10_+_1	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	1	+	10	99659506	99711245	8555	hg38_refGene	True
COX15_10_-_1	COX15	cytochrome c oxidase assembly homolog 15 (yeast)	2	-	10	99708748	99732666	7689	hg38_refGene	True
CUTC_10_+_1	CUTC	cutC copper transporter	1	+	10	99732201	99756137	1368	hg38_refGene	True
ABCC2_10_+_1	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	1	+	10	99782598	99852192	5446	hg38_refGene	False
DNMBP_10_-_1	DNMBP	dynamin binding protein	1	-	10	99875577	100009919	6400	hg38_refGene	True
DNMBP-AS1_10_+_1	DNMBP-AS1	DNMBP antisense RNA 1	1	+	10	99927209	99958998	2651	hg38_refGene	True
CPN1_10_-_1	CPN1	carboxypeptidase N, polypeptide 1	1	-	10	100042308	100081885	1756	hg38_refGene	False
ERLIN1_10_-_1	ERLIN1	ER lipid raft associated 1	2	-	10	100150090	100186057	3519	hg38_refGene	False
CHUK_10_-_1	CHUK	conserved helix-loop-helix ubiquitous kinase	1	-	10	100188367	100229587	3524	hg38_refGene	False
CWF19L1_10_-_1	CWF19L1	CWF19-like 1, cell cycle control (S. pombe)	5	-	10	100232296	100267681	2681	hg38_refGene	True
SNORA12_10_-_1	SNORA12	small nucleolar RNA, H/ACA box 12	1	-	10	100237156	100237302	147	hg38_refGene	True
BLOC1S2_10_-_1	BLOC1S2	biogenesis of lysosomal organelles complex-1, subunit 2	6	-	10	100273278	100286712	2939	hg38_refGene	False
PKD2L1_10_-_1	PKD2L1	polycystic kidney disease 2-like 1	2	-	10	100288146	100330486	3073	hg38_refGene	False
